"Code","Year.index","SHMI.index","SHMI.before","SHMI.after","Survey.observations.index","Survey.clinical.proportion.index","Survey.engagement.observations.index","Engagement.index","Survey.engagement.observations.before","Engagement.before","Survey.engagement.observations.after","Engagement.after"
"RJF",2016,0.9918,0.9653,0.982,1165,0.68,1289,3.95666666666667,387,4,1390,3.96
"RJL",2016,1.1218,1.0755,1.191,2457,0.67,2497,3.89333333333333,407,3.96,2014,3.79333333333333
"RJN",2016,1.1139,1.0279,1.071,1043,0.68,1046,4.00666666666667,1175,3.94,1024,3.93
"RJR",2016,1.0904,1.0527,1.067,1360,0.69,1351,3.89666666666667,1475,3.87,1466,3.86666666666667
"RJZ",2016,0.9292,0.8709,0.9287,3756,0.73,3762,3.89333333333333,244,3.96,4815,3.85333333333333
"RK5",2016,0.951,0.9909,1.0201,500,0.64,501,3.96666666666667,377,3.86333333333333,2450,3.92666666666667
"RK9",2016,1.0004,1.0047,1.0337,3017,0.66,3012,3.85,2665,3.82666666666667,3805,3.87333333333333
"RKB",2016,1.1047,1.0627,1.1197,2992,0.71,2988,3.95,328,4.03,3154,3.96666666666667
"RKE",2016,0.6907,0.6688,0.7437,414,0.71,430,3.88333333333333,1186,3.93,1648,3.95
"RL4",2016,1.1101,1.0395,1.2181,390,0.64,391,4,327,4.10666666666667,3229,3.93666666666667
"RLN",2016,1.0061,0.976,0.9634,1670,0.72,1672,3.93333333333333,252,3.95,1878,3.92
"RLQ",2016,1.1894,1.152,1.1668,1424,0.71,1418,3.98,380,4,1466,3.93333333333333
"RLT",2016,1.1012,1.1506,1.0863,828,0.67,838,3.90333333333333,710,3.85333333333333,905,3.91333333333333
"RM1",2016,1.0897,1.0401,1.0647,3172,0.68,3175,3.82666666666667,3214,3.84333333333333,3500,3.82666666666667
"RM2",2016,0.9551,0.9793,NA,435,0.69,433,3.90333333333333,302,3.82333333333333,2055,3.89333333333333
"RM3",2016,0.8992,0.8962,0.8902,3385,0.63,3629,3.88666666666667,355,3.9,3134,3.84333333333333
"RMC",2016,1.0432,1.045,1.0523,439,0.72,436,3.98333333333333,374,4.05,521,3.94666666666667
"RMP",2016,1.0926,1.1493,1.0789,471,0.64,474,4.03,321,4.03333333333333,489,4.00666666666667
"RN3",2016,0.9368,0.9466,0.9518,554,0.71,592,4.01,363,4.11,2419,3.94333333333333
"RN5",2016,1.039,1.1067,1.0289,2375,0.71,2568,3.96,2341,3.95333333333333,2494,3.96666666666667
"RN7",2016,1.0378,1.0695,1.0808,1449,0.72,1442,3.95333333333333,1429,4.01333333333333,1531,3.93333333333333
"RNA",2016,0.9859,0.998,1.0435,1858,0.73,1967,3.97,384,3.99333333333333,1674,3.92333333333333
"RNL",2016,0.9747,1.0121,0.9831,1696,0.65,1746,3.85,397,3.87,1864,3.82666666666667
"RNQ",2016,1.0403,1.0757,1.107,1142,0.61,1145,3.96666666666667,917,3.92,1380,3.88666666666667
"RNS",2016,0.9579,0.9842,0.979,1601,0.65,1600,3.98666666666667,1432,3.91333333333333,1826,3.93666666666667
"RNZ",2016,1.0207,1.1184,1.0798,1057,0.6,1152,4,990,4.06666666666667,1481,3.97666666666667
"RP5",2016,1.0363,1.0004,1.0462,2697,0.71,2877,3.85666666666667,2738,3.92333333333333,3069,3.81333333333333
"RPA",2016,1.0914,1.1274,1.0271,1970,0.66,1964,3.94,1467,3.90333333333333,1748,3.87333333333333
"RQ6",2016,1.0367,1.0229,1.0511,2701,0.61,2720,3.80666666666667,2370,3.83666666666667,3031,3.79
"RQ8",2016,1.0748,1.0814,1.0899,445,0.69,445,4.01,214,3.92666666666667,1507,3.87333333333333
"RQM",2016,0.8273,0.8777,0.8149,2392,0.8,2434,3.94,1494,3.91333333333333,1708,3.96
"RQQ",NA,NA,1.0828,NA,621,0.7,617,4.03,710,4.01,NA,NA
"RQW",2016,1.0551,0.9941,1.1213,1069,0.67,1177,3.90333333333333,265,3.92,1126,3.92
"RQX",2016,0.774,0.9421,0.8147,1722,0.76,1805,3.94,1174,3.95333333333333,1800,3.94333333333333
"RR1",2016,0.9662,0.9759,0.9624,3358,0.66,3533,3.90666666666667,2783,3.81333333333333,3982,3.88
"RR7",2016,0.9987,0.9646,1.017,1152,0.64,1156,3.92666666666667,1221,3.84666666666667,1563,3.94
"RR8",2016,0.9787,1.0065,1.015,6558,0.67,7002,3.92666666666667,7329,3.88666666666667,5071,3.88666666666667
"RRF",2016,1.1756,1.1153,1.1729,435,0.59,435,4.01,298,4.12333333333333,427,4.08
"RRK",2016,1.0364,1.0269,1.0295,3295,0.62,3479,3.93333333333333,407,3.97,3813,3.91666666666667
"RRV",2016,0.7466,0.7586,0.7515,2995,0.68,3204,3.97,2569,3.90333333333333,3230,3.91666666666667
"RTD",2016,0.9595,0.9875,0.9282,4364,0.64,4383,3.92333333333333,400,3.9,4524,3.88666666666667
"RTE",2016,1.1401,1.1069,1.0695,3740,0.7,3730,3.83333333333333,3654,3.86666666666667,3571,3.83333333333333
"RTF",2016,1.0325,1.0372,1.0142,914,0.7,910,3.98333333333333,631,4.00333333333333,878,3.94333333333333
"RTG",2016,1.0203,1.0242,0.9394,2280,0.65,2449,3.95666666666667,2433,3.92333333333333,3384,3.96
"RTH",2016,0.9354,0.9858,0.9309,423,0.66,457,4.00666666666667,238,3.87,4461,3.91
"RTK",2016,0.9642,0.9377,0.9478,1474,0.65,1508,4.06,1492,3.93666666666667,1580,3.99333333333333
"RTP",2016,0.9569,0.9518,0.9494,2381,0.76,2374,4.07,2135,4.06666666666667,2450,4.02
"RTR",2016,1.0267,1.1009,1.1056,2519,0.65,2716,3.83333333333333,3851,3.82,406,3.83666666666667
"RTX",2016,1.0335,0.9914,1.0038,2028,0.61,2130,3.9,408,3.93666666666667,2140,3.91
"RVJ",2016,0.9667,0.9017,0.9552,370,0.63,395,3.90333333333333,2600,3.83,3662,3.83
"RVR",2016,0.9493,0.9574,0.9527,2497,0.69,2500,3.95,1490,3.99,2412,3.92
"RVV",2016,1.0105,0.9989,1.0156,3150,0.63,3404,3.84,2986,3.85,3630,3.82333333333333
"RVW",2016,1.1029,1.1731,1.0499,736,0.68,735,3.95333333333333,367,3.89666666666667,610,3.9
"RVY",2016,1.1588,1.0789,1.1419,1628,0.72,1610,3.88333333333333,392,3.96,1243,3.82333333333333
"RW3",2016,1.1179,1.0045,NA,390,0.61,391,3.95,345,3.96,4852,3.88666666666667
"RW6",2016,1.0906,1.0796,1.0077,3877,0.66,3971,3.84333333333333,238,3.84,2946,3.88
"RWA",2016,1.0721,1.1223,1.1034,3213,0.67,3474,3.96333333333333,294,3.93333333333333,3428,3.94333333333333
"RWD",2016,1.1139,1.1099,1.1487,2816,0.67,2801,3.96666666666667,273,3.88666666666667,3167,3.88666666666667
"RWE",2016,1.0058,0.9816,0.9663,421,0.65,431,3.97333333333333,208,3.99,4680,3.91333333333333
"RWF",2016,1.0878,1.0568,1.0219,437,0.68,437,3.94333333333333,332,3.97,393,3.89
"RWG",2016,0.8952,0.9378,0.9798,1749,0.65,1745,3.95,1307,3.95,1841,3.96333333333333
"RWH",2016,1.0231,1.0969,1.0736,1748,0.65,1788,3.97666666666667,1679,3.97666666666667,1601,3.87666666666667
"RWJ",2016,0.9101,0.9748,0.9609,1808,0.63,1930,3.90666666666667,1844,3.88333333333333,2106,3.87333333333333
"RWP",2016,1.0675,1.1257,1.0476,1709,0.68,1717,3.89666666666667,366,3.9,1935,3.92666666666667
"RWW",2016,1.0978,1.1065,1.0673,1453,0.61,1456,3.91333333333333,273,3.93,1784,3.90666666666667
"RWY",2016,1.0473,1.138,1.0064,532,0.65,545,3.95333333333333,328,3.93666666666667,2386,3.88666666666667
"RX1",2016,1.0272,1.0535,1.0185,4451,0.68,4765,3.89,3576,3.95,5123,3.85666666666667
"RXC",2016,1.0919,1.1352,1.0449,2933,0.69,2912,3.89333333333333,2368,3.76666666666667,3185,3.89333333333333
"RXF",2016,0.9886,0.9473,0.9862,443,0.64,477,3.80333333333333,2934,3.77,3283,3.84
"RXH",2016,0.9632,0.9583,0.9977,2920,0.67,3094,3.82,339,3.88333333333333,4142,3.78
"RXK",2016,1.0356,0.9927,1.1259,308,0.69,308,3.89666666666667,156,3.97666666666667,296,3.88666666666667
"RXL",2016,1.1425,1.15,1.1453,2322,0.66,2501,3.97,2042,4.02333333333333,2308,3.99666666666667
"RXN",2016,1.0086,0.9948,1.044,2897,0.61,3084,3.92,2494,3.88,3785,3.92
"RXP",2016,1.0612,1.023,1.0448,462,0.66,460,3.91,441,3.96,3068,3.87
"RXQ",2016,0.9366,0.9868,1.0049,2970,0.72,2959,3.96,2835,3.96,2801,3.93333333333333
"RXR",2016,1.0443,1.0635,1.0675,3238,0.65,3445,3.97,2824,3.97666666666667,3305,3.93333333333333
"RXW",2016,1.0031,1.0265,1.0287,2038,0.68,2033,3.91333333333333,2277,3.91666666666667,2340,3.9
"RYJ",2016,0.7645,0.758,0.7512,453,0.67,489,3.97333333333333,264,3.93333333333333,483,3.93
"RYR",2016,0.9566,1.0127,0.959,3927,0.7,3894,3.93,3419,3.87333333333333,4425,3.94666666666667
"R1F",2015,0.9944,1.0212,1.0466,NA,NA,NA,NA,NA,NA,NA,NA
"R1F1",NA,NA,NA,NA,353,0.61,356,3.84333333333333,362,3.8,1146,3.82666666666667
"R1H",2015,0.9003,0.8452,0.8821,3898,0.71,4063,3.89666666666667,3769,3.81,6538,3.96333333333333
"R1K",2015,0.903,0.8802,0.8158,263,0.74,259,4.10666666666667,263,4.00666666666667,2791,4.00333333333333
"RA2",2015,0.8637,0.7997,0.9121,1393,0.7,1392,3.98666666666667,1264,3.90333333333333,1230,3.94666666666667
"RA3",2015,1.1674,1.0183,1.1106,362,0.72,357,3.97666666666667,394,3.81,567,3.89
"RA4",2015,1.0184,1.0107,0.9958,1198,0.67,1188,3.98666666666667,1219,3.84,1365,3.95333333333333
"RA7",2015,0.9774,0.9781,0.9913,3588,0.69,3586,3.86333333333333,3609,3.78333333333333,3543,3.86333333333333
"RA9",2015,0.8219,0.9785,0.8312,2678,0.63,2670,3.92,433,3.91,2690,3.93333333333333
"RAE",2015,0.9465,0.9684,0.9748,385,0.67,379,3.95666666666667,301,3.87,453,3.93
"RAJ",2015,1.1516,1.0361,1.1743,1828,0.71,1815,3.84333333333333,1720,3.71666666666667,1697,3.88
"RAL",2015,0.8852,0.8608,0.9012,2997,0.69,3092,3.96333333333333,3719,3.86,3688,3.96666666666667
"RAP",2015,0.9494,0.9546,0.8893,203,0.72,201,4.06,209,3.96666666666667,973,4.05
"RAS",2015,0.8805,0.9197,0.9313,921,0.69,932,4.05666666666667,794,4.02666666666667,1400,4.07333333333333
"RAX",2015,0.9263,0.8783,0.8584,1095,0.69,1093,3.94,349,3.78,1384,3.95666666666667
"RBA",2015,1,0.9674,0.9844,368,0.7,367,4.02333333333333,238,3.83333333333333,2063,3.95
"RBD",2015,1.1493,1.079,1.1551,1430,0.7,1434,3.91,1362,3.85,1366,3.85
"RBK",2015,1.046,1.1032,1.0339,1401,0.69,1400,3.83,352,3.76,1701,3.81333333333333
"RBL",2015,0.9834,0.9661,0.9699,500,0.69,499,4.00666666666667,2432,3.67666666666667,549,3.92333333333333
"RBN",2015,1.0338,1.0659,1.0347,444,0.67,439,4.02,425,3.91,675,3.99333333333333
"RBT",2015,0.9684,0.9991,1.0424,501,0.7,496,4.01,539,3.89666666666667,707,3.99333333333333
"RBZ",2015,1.0085,0.9331,1.0438,406,0.75,406,4.08,362,3.94,442,3.96
"RC1",2015,0.9937,1.0353,1.049,320,0.72,317,4.05,348,4.03333333333333,490,3.96
"RC9",2015,1.1032,1.0206,1.0595,402,0.75,395,3.97666666666667,1183,3.91333333333333,510,4.02666666666667
"RCB",2015,0.9949,1.0116,0.974,3803,0.65,3790,3.92333333333333,1951,3.81666666666667,3803,3.89666666666667
"RCD",2015,0.9392,1.0132,0.9398,482,0.67,479,4.01666666666667,464,3.93666666666667,647,4.02
"RCF",2015,0.9074,0.9393,0.9656,1004,0.66,998,3.92,1028,3.81,1028,3.89
"RCU",NA,NA,NA,NA,1231,0.6,1264,3.89666666666667,NA,NA,1147,3.86333333333333
"RCX",2015,0.9107,0.9291,1.0098,411,0.73,410,3.96333333333333,392,3.85333333333333,1362,3.96666666666667
"RD1",2015,0.9741,0.9673,1.0089,2269,0.67,2265,3.90666666666667,2559,3.91,2205,3.95
"RD3",2015,0.9172,0.9895,0.8325,1397,0.67,1402,3.97333333333333,452,3.86333333333333,1885,3.98333333333333
"RD7",NA,NA,NA,NA,NA,NA,NA,NA,1242,3.95,NA,NA
"RD8",2015,1.0261,1.0024,1.0404,1482,0.66,1484,3.96,375,3.98333333333333,1400,3.92666666666667
"RDD",2015,0.9421,0.9838,1.0363,1434,0.68,1424,3.93666666666667,1207,3.84666666666667,1856,4.01333333333333
"RDE",2015,1.0694,1.0403,1.0897,252,0.8,254,3.90666666666667,1662,3.73333333333333,403,3.92666666666667
"RDU",2015,0.9341,0.9283,0.9032,308,0.7,304,4.00333333333333,1728,3.99,3006,4.06333333333333
"RDZ",2015,0.9843,1.0269,0.937,1527,0.66,1558,4.02666666666667,403,3.84333333333333,1931,3.98666666666667
"RE9",2015,1.1556,1.1749,1.1413,1407,0.71,1475,3.82666666666667,1750,3.79,1630,3.80666666666667
"REF",2015,1.0857,1.0413,0.9674,1832,0.65,1831,3.76333333333333,2189,3.61333333333333,2148,3.82
"REM",2015,1.0364,1.0759,1.0701,1664,0.65,1744,3.90666666666667,375,3.76,1923,3.80333333333333
"RF4",2015,0.9598,0.9679,1.0712,1946,0.7,2035,4.01333333333333,1751,3.88333333333333,2465,4.05
"RFF",2015,0.9857,1.0253,0.9915,1227,0.66,1253,3.84666666666667,1184,3.72,1461,3.78333333333333
"RFR",2015,1.0501,1.0643,1.1013,1609,0.65,1618,3.79,1661,3.69666666666667,1608,3.79333333333333
"RFS",2015,0.9844,0.929,0.9868,1978,0.69,1993,3.93666666666667,362,3.76333333333333,1248,3.85666666666667
"RFW",NA,NA,0.8871,NA,905,0.8,890,4.02666666666667,279,3.76333333333333,NA,NA
"RGN",2015,1.0455,1.0084,1.0734,374,0.65,375,3.92666666666667,368,3.85333333333333,2006,4.00666666666667
"RGP",2015,1.0895,1.1269,1.1517,400,0.74,398,4.02,370,3.96333333333333,526,3.92666666666667
"RGQ",2015,0.9811,0.9931,0.9962,399,0.73,401,3.99666666666667,416,3.87333333333333,553,3.93666666666667
"RGR",2015,0.8765,0.9034,0.9037,460,0.77,456,3.97,413,4,615,4.03
"RGT",2015,0.8363,0.8916,0.8126,3003,0.65,3176,3.95333333333333,1926,3.73,3917,3.96333333333333
"RH8",2015,0.9815,0.9181,1.0518,340,0.66,337,3.93333333333333,332,3.82666666666667,2666,3.93
"RHM",2015,0.9509,1.0156,0.9589,3415,0.67,3518,3.96,4112,3.87333333333333,3601,3.98666666666667
"RHQ",2015,0.9362,0.918,0.9846,413,0.64,412,3.81666666666667,342,3.85666666666667,7039,3.84333333333333
"RHU",2015,1.0711,1.084,1.1002,4250,0.7,4237,3.96333333333333,3703,3.88,3905,3.98
"RHW",2015,0.9457,1.0438,1.0174,1891,0.72,1937,3.97666666666667,1966,3.95666666666667,1807,3.97666666666667
"RJ1",2015,0.7424,0.8049,0.7518,4392,0.66,4378,4.03666666666667,275,3.98,5033,4.07666666666667
"RJ2",2015,1.0129,1.0435,1.0003,1483,0.7,1478,3.94666666666667,1400,3.82,1709,3.95333333333333
"RJ6",2015,0.9858,0.9731,0.9061,NA,NA,NA,NA,267,3.89,1139,4.00666666666667
"RJ7",2015,0.9057,0.8868,0.8446,2357,0.69,2500,3.84333333333333,2865,3.88666666666667,3359,3.87
"RJC",2015,1.0548,1.0504,1.071,438,0.74,436,4.02,433,3.99666666666667,651,4.11333333333333
"RJE",2015,1.033,1.0232,1.0082,269,0.64,284,3.99,374,3.81666666666667,3614,3.89
"RJF",2015,0.9653,0.9641,0.9918,385,0.71,387,4,392,3.91666666666667,1289,3.95666666666667
"RJL",2015,1.0755,1.0981,1.1218,405,0.72,407,3.96,241,3.8,2497,3.89333333333333
"RJN",2015,1.0279,0.9738,1.1139,1179,0.75,1175,3.94,274,3.86666666666667,1046,4.00666666666667
"RJR",2015,1.0527,1.0995,1.0904,1479,0.67,1475,3.87,1501,3.86333333333333,1351,3.89666666666667
"RJZ",2015,0.8709,0.9062,0.9292,246,0.68,244,3.96,243,3.82333333333333,3762,3.89333333333333
"RK5",2015,0.9909,1.0468,0.951,371,0.63,377,3.86333333333333,374,3.84333333333333,501,3.96666666666667
"RK9",2015,1.0047,0.9785,1.0004,2656,0.67,2665,3.82666666666667,381,3.65,3012,3.85
"RKB",2015,1.0627,1.0378,1.1047,327,0.7,328,4.03,312,3.89666666666667,2988,3.95
"RKE",2015,0.6688,0.6553,0.6907,1135,0.74,1186,3.93,1514,3.85,430,3.88333333333333
"RL4",2015,1.0395,0.9836,1.1101,324,0.64,327,4.10666666666667,284,3.8,391,4
"RLN",2015,0.976,1.0986,1.0061,253,0.69,252,3.95,330,3.80666666666667,1672,3.93333333333333
"RLQ",2015,1.152,1.1776,1.1894,380,0.73,380,4,338,3.94,1418,3.98
"RLT",2015,1.1506,1.0065,1.1012,709,0.72,710,3.85333333333333,769,3.84333333333333,838,3.90333333333333
"RM1",2015,1.0401,1.0194,1.0897,3219,0.7,3214,3.84333333333333,351,3.73666666666667,3175,3.82666666666667
"RM2",2015,0.9793,0.9997,0.9551,307,0.68,302,3.82333333333333,291,3.87333333333333,433,3.90333333333333
"RM3",2015,0.8962,0.9855,0.8992,339,0.66,355,3.9,442,3.99666666666667,3629,3.88666666666667
"RMC",2015,1.045,1.0675,1.0432,375,0.74,374,4.05,383,3.96666666666667,436,3.98333333333333
"RMP",2015,1.1493,1.1494,1.0926,325,0.61,321,4.03333333333333,295,3.93,474,4.03
"RN3",2015,0.9466,0.934,0.9368,353,0.7,363,4.11,452,3.9,592,4.01
"RN5",2015,1.1067,1.022,1.039,2257,0.68,2341,3.95333333333333,2325,3.85666666666667,2568,3.96
"RN7",2015,1.0695,1.037,1.0378,1443,0.74,1429,4.01333333333333,371,3.92666666666667,1442,3.95333333333333
"RNA",2015,0.998,1.038,0.9859,369,0.75,384,3.99333333333333,345,3.93,1967,3.97
"RNL",2015,1.0121,0.9806,0.9747,404,0.63,397,3.87,450,3.76666666666667,1746,3.85
"RNQ",2015,1.0757,0.9871,1.0403,917,0.61,917,3.92,1391,3.72,1145,3.96666666666667
"RNS",2015,0.9842,1.0126,0.9579,1430,0.66,1432,3.91333333333333,387,3.87,1600,3.98666666666667
"RNZ",2015,1.1184,1.0196,1.0207,952,0.57,990,4.06666666666667,479,3.98666666666667,1152,4
"RP5",2015,1.0004,1.124,1.0363,2650,0.71,2738,3.92333333333333,2544,3.87,2877,3.85666666666667
"RPA",2015,1.1274,1.2434,1.0914,1454,0.65,1467,3.90333333333333,327,3.88,1964,3.94
"RQ6",2015,1.0229,1.0415,1.0367,2373,0.62,2370,3.83666666666667,2241,3.72666666666667,2720,3.80666666666667
"RQ8",2015,1.0814,1.0236,1.0748,215,0.69,214,3.92666666666667,243,3.98666666666667,445,4.01
"RQM",2015,0.8777,0.8029,0.8273,1508,0.78,1494,3.91333333333333,1447,3.81,2434,3.94
"RQQ",2015,1.0828,0.9677,NA,713,0.72,710,4.01,740,3.91,617,4.03
"RQW",2015,0.9941,1.0808,1.0551,259,0.61,265,3.92,410,3.89,1177,3.90333333333333
"RQX",2015,0.9421,0.8701,0.774,1142,0.75,1174,3.95333333333333,1367,3.97,1805,3.94
"RR1",2015,0.9759,0.9856,0.9662,2797,0.64,2783,3.81333333333333,3727,3.73,3533,3.90666666666667
"RR7",2015,0.9646,1.0058,0.9987,1237,0.64,1221,3.84666666666667,1550,3.72333333333333,1156,3.92666666666667
"RR8",2015,1.0065,1.0311,0.9787,7077,0.67,7329,3.88666666666667,2412,3.76333333333333,7002,3.92666666666667
"RRF",2015,1.1153,1.0925,1.1756,298,0.65,298,4.12333333333333,299,4.06333333333333,435,4.01
"RRK",2015,1.0269,1.0313,1.0364,417,0.63,407,3.97,458,3.93333333333333,3479,3.93333333333333
"RRV",2015,0.7586,0.7849,0.7466,2449,0.67,2569,3.90333333333333,2882,3.89666666666667,3204,3.97
"RTD",2015,0.9875,0.978,0.9595,398,0.59,400,3.9,443,3.89333333333333,4383,3.92333333333333
"RTE",2015,1.1069,1.0973,1.1401,3661,0.69,3654,3.86666666666667,3809,3.77333333333333,3730,3.83333333333333
"RTF",2015,1.0372,1.0451,1.0325,633,0.7,631,4.00333333333333,657,3.93,910,3.98333333333333
"RTG",2015,1.0242,1.0377,1.0203,2373,0.65,2433,3.92333333333333,2909,3.82666666666667,2449,3.95666666666667
"RTH",2015,0.9858,0.9888,0.9354,223,0.64,238,3.87,249,3.99333333333333,457,4.00666666666667
"RTK",2015,0.9377,0.9325,0.9642,1498,0.7,1492,3.93666666666667,1445,3.91666666666667,1508,4.06
"RTP",2015,0.9518,0.9369,0.9569,2141,0.77,2135,4.06666666666667,1824,3.94,2374,4.07
"RTR",2015,1.1009,1.0268,1.0267,3867,0.7,3851,3.82,295,3.85,2716,3.83333333333333
"RTX",2015,0.9914,1.0181,1.0335,406,0.7,408,3.93666666666667,412,3.81333333333333,2130,3.9
"RVJ",2015,0.9017,0.9362,0.9667,2623,0.59,2600,3.83,214,3.57,395,3.90333333333333
"RVR",2015,0.9574,0.9902,0.9493,1499,0.62,1490,3.99,1617,3.83666666666667,2500,3.95
"RVV",2015,0.9989,1.0215,1.0105,2869,0.63,2986,3.85,2848,3.70333333333333,3404,3.84
"RVW",2015,1.1731,1.1824,1.1029,367,0.69,367,3.89666666666667,2138,3.74333333333333,735,3.95333333333333
"RVY",2015,1.0789,1.0727,1.1588,397,0.72,392,3.96,417,3.89333333333333,1610,3.88333333333333
"RW3",2015,1.0045,1.0171,1.1179,345,0.66,345,3.96,344,3.90333333333333,391,3.95
"RW6",2015,1.0796,1.0455,1.0906,224,0.58,238,3.84,2690,3.75,3971,3.84333333333333
"RWA",2015,1.1223,1.0726,1.0721,293,0.67,294,3.93333333333333,311,3.71333333333333,3474,3.96333333333333
"RWD",2015,1.1099,1.0981,1.1139,271,0.69,273,3.88666666666667,2773,3.71,2801,3.96666666666667
"RWE",2015,0.9816,0.9949,1.0058,209,0.65,208,3.99,3716,3.79333333333333,431,3.97333333333333
"RWF",2015,1.0568,1.0368,1.0878,330,0.62,332,3.97,417,3.88333333333333,437,3.94333333333333
"RWG",2015,0.9378,0.9015,0.8952,1316,0.63,1307,3.95,1686,3.85333333333333,1745,3.95
"RWH",2015,1.0969,1.1334,1.0231,1666,0.68,1679,3.97666666666667,317,3.85333333333333,1788,3.97666666666667
"RWJ",2015,0.9748,0.9312,0.9101,1841,0.61,1844,3.88333333333333,245,3.87666666666667,1930,3.90666666666667
"RWP",2015,1.1257,1.101,1.0675,369,0.75,366,3.9,318,3.89,1717,3.89666666666667
"RWW",2015,1.1065,1.1558,1.0978,272,0.66,273,3.93,246,3.8,1456,3.91333333333333
"RWY",2015,1.138,1.0926,1.0473,325,0.65,328,3.93666666666667,362,3.88,545,3.95333333333333
