"Code","Year.index","SHMI.index","SHMI.before","SHMI.after","Survey.observations.index","Survey.clinical.proportion.index","Survey.engagement.observations.index","Engagement.index","Survey.engagement.observations.before","Engagement.before","Survey.engagement.observations.after","Engagement.after"
"RJ6",2013,0.912,0.9446,0.9731,339,0.73,350,4.01,406,3.84,267,3.89
"RJ7",2013,0.796,0.8119,0.8868,1506,0.7,1519,3.78666666666667,307,3.86,2865,3.88666666666667
"RJC",2013,1.054,1.0323,1.0504,475,0.78,477,3.93666666666667,481,4.07333333333333,433,3.99666666666667
"RJD",2013,0.904,0.9131,NA,400,0.72,398,3.84,465,3.76666666666667,NA,NA
"RJE",2013,1.074,1.033,1.0232,393,0.69,408,3.91666666666667,397,3.79,374,3.81666666666667
"RJF",2013,0.985,1.0141,0.9641,516,0.73,523,3.85333333333333,382,3.81666666666667,392,3.91666666666667
"RJL",2013,1.094,1.15,1.0981,302,0.61,303,3.81666666666667,241,3.80666666666667,241,3.8
"RJN",2013,1.008,1.007,0.9738,337,0.78,337,3.83666666666667,352,3.85666666666667,274,3.86666666666667
"RJR",2013,1.093,1.0975,1.0995,1786,0.7,1794,3.94,368,3.89,1501,3.86333333333333
"RJZ",2013,0.924,0.9146,0.9062,327,0.76,331,4,403,3.99,243,3.82333333333333
"RK5",2013,1.002,1.0965,1.0468,394,0.75,396,3.93666666666667,422,3.81,374,3.84333333333333
"RK9",2013,0.962,0.9625,0.9785,380,0.68,379,3.79333333333333,374,3.66,381,3.65
"RKB",2013,1.002,0.9962,1.0378,309,0.72,314,3.81666666666667,327,3.83,312,3.89666666666667
"RKE",2013,0.624,0.7031,0.6553,255,0.75,276,3.85333333333333,245,3.87333333333333,1514,3.85
"RL4",2013,1,1.0231,0.9836,295,0.7,295,3.92333333333333,375,3.86333333333333,284,3.8
"RLN",2013,1.109,0.9613,1.0986,377,0.72,380,3.86,364,3.86,330,3.80666666666667
"RLQ",2013,1.155,1.1167,1.1776,379,0.8,379,3.90666666666667,352,3.84666666666667,338,3.94
"RLT",2013,1.076,1.0939,1.0065,947,0.73,953,3.83,392,3.83666666666667,769,3.84333333333333
"RM1",2013,0.966,1.0107,1.0194,517,0.7,530,3.81,560,3.82666666666667,351,3.73666666666667
"RM2",2013,0.961,0.9913,0.9997,306,0.73,308,3.91,283,3.85666666666667,291,3.87333333333333
"RM3",2013,0.918,0.9034,0.9855,468,0.69,467,4.02,489,4.03,442,3.99666666666667
"RMC",2013,1.063,1.0147,1.0675,426,0.74,429,3.86,457,3.89333333333333,383,3.96666666666667
"RMP",2013,1.118,1.1488,1.1494,374,0.64,374,3.89,399,3.88333333333333,295,3.93
"RN3",2013,0.98,0.9789,0.934,547,0.78,549,3.96,509,3.93333333333333,452,3.9
"RN5",2013,1.035,1.0325,1.022,1267,0.68,1418,3.86666666666667,376,3.86,2325,3.85666666666667
"RN7",2013,0.993,0.9525,1.037,337,0.72,335,3.96666666666667,335,3.87,371,3.92666666666667
"RNA",2013,1.076,1.0772,1.038,400,0.77,401,3.78666666666667,300,3.74666666666667,345,3.93
"RNL",2013,0.99,1.094,0.9806,465,0.72,463,3.68666666666667,421,3.63666666666667,450,3.76666666666667
"RNQ",2013,1.022,1.0356,0.9871,393,0.68,399,3.75,406,3.88,1391,3.72
"RNS",2013,1.053,1.1424,1.0126,348,0.76,346,3.83666666666667,380,3.82666666666667,387,3.87
"RNZ",2013,1.076,1.0559,1.0196,485,0.68,489,3.95,439,3.87,479,3.98666666666667
"RP5",2013,1.1,1.0417,1.124,1922,0.65,1929,3.82,465,3.68333333333333,2544,3.87
"RPA",2013,1.125,1.0981,1.2434,371,0.69,377,3.82666666666667,356,3.75,327,3.88
"RQ6",2013,1.087,1.0642,1.0415,3036,0.65,3050,3.76333333333333,493,3.7,2241,3.72666666666667
"RQ8",2013,1.04,1.1109,1.0236,255,0.8,256,3.83,252,3.87333333333333,243,3.98666666666667
"RQM",2013,0.79,0.781,0.8029,493,0.77,495,3.89,503,3.88333333333333,1447,3.81
"RQQ",2013,1.024,0.9693,0.9677,850,0.73,855,3.91,450,3.81666666666667,740,3.91
"RQW",2013,0.978,1.0501,1.0808,467,0.72,469,3.91666666666667,427,3.89666666666667,410,3.89
"RQX",2013,0.881,0.9213,0.8701,1280,0.77,1359,3.99,373,3.94333333333333,1367,3.97
"RR1",2013,1.099,1.0296,0.9856,270,0.67,272,3.78666666666667,360,3.8,3727,3.73
"RR7",2013,0.981,1.0407,1.0058,408,0.62,408,3.72333333333333,406,3.73333333333333,1550,3.72333333333333
"RR8",2013,1.008,0.9158,1.0311,478,0.72,475,3.76333333333333,384,3.67333333333333,2412,3.76333333333333
"RRF",2013,1.109,1.0667,1.0925,395,0.67,401,3.93333333333333,372,3.88,299,4.06333333333333
"RRK",2013,1.061,1.0637,1.0313,477,0.69,475,3.97,388,3.87,458,3.93333333333333
"RRV",2013,0.763,0.7081,0.7849,3051,0.67,3218,3.94333333333333,384,3.95,2882,3.89666666666667
"RTD",2013,0.899,0.9333,0.978,432,0.69,432,3.91,444,3.82,443,3.89333333333333
"RTE",2013,1.077,0.9775,1.0973,4249,0.72,4281,3.77333333333333,492,3.68666666666667,3809,3.77333333333333
"RTF",2013,1.118,1.0903,1.0451,628,0.72,632,3.9,574,3.81333333333333,657,3.93
"RTG",2013,1.097,1.1023,1.0377,367,0.71,367,3.85,424,3.79,2909,3.82666666666667
"RTH",2013,0.98,0.9561,0.9888,363,0.71,368,3.90333333333333,380,3.84666666666667,249,3.99333333333333
"RTK",2013,0.917,0.9816,0.9325,1234,0.66,1250,3.85333333333333,401,3.81333333333333,1445,3.91666666666667
"RTP",2013,0.937,0.9566,0.9369,540,0.74,547,3.98666666666667,470,3.95333333333333,1824,3.94
"RTR",2013,1.027,1.037,1.0268,441,0.71,443,3.77666666666667,491,3.76666666666667,295,3.85
"RTX",2013,1.047,1.0228,1.0181,468,0.68,472,3.75666666666667,414,3.66666666666667,412,3.81333333333333
"RV8",2013,0.831,0.815,NA,309,0.75,314,4.01333333333333,215,3.98666666666667,NA,NA
"RVJ",2013,0.989,0.9622,0.9362,431,0.66,434,3.86,441,3.78666666666667,214,3.57
"RVL",2013,0.882,0.848,NA,444,0.71,445,3.82,443,3.84333333333333,NA,NA
"RVR",2013,0.973,0.9565,0.9902,2016,0.71,2029,3.90666666666667,437,3.82,1617,3.83666666666667
"RVV",2013,0.991,0.9568,1.0215,416,0.69,414,3.81666666666667,394,3.77333333333333,2848,3.70333333333333
"RVW",2013,1.128,1.099,1.1824,400,0.64,401,3.75666666666667,456,3.79,2138,3.74333333333333
"RVY",2013,1.1,1.0274,1.0727,450,0.73,450,3.80666666666667,434,3.84333333333333,417,3.89333333333333
"RW3",2013,1.003,1.0957,1.0171,362,0.68,367,3.85,387,3.85,344,3.90333333333333
"RW6",2013,1.013,1.0876,1.0455,495,0.68,500,3.80333333333333,372,3.69,2690,3.75
"RWA",2013,1.019,1.0319,1.0726,427,0.7,430,3.72666666666667,290,3.64333333333333,311,3.71333333333333
"RWD",2013,1.035,1.0901,1.0981,3105,0.76,3112,3.76,390,3.75,2773,3.71
"RWE",2013,1.064,1.0491,0.9949,379,0.73,378,3.84666666666667,405,3.86,3716,3.79333333333333
"RWF",2013,1.02,0.9677,1.0368,2668,0.7,2674,3.89333333333333,507,3.89333333333333,417,3.88333333333333
"RWG",2013,0.976,1.0695,0.9015,1717,0.69,1728,3.87666666666667,317,3.93,1686,3.85333333333333
"RWH",2013,1.108,1.1388,1.1334,321,0.75,324,3.86333333333333,347,3.89,317,3.85333333333333
"RWJ",2013,0.918,0.9424,0.9312,439,0.69,445,3.98333333333333,401,3.89,245,3.87666666666667
"RWP",2013,1.059,1.0279,1.101,342,0.76,343,3.90333333333333,369,3.86666666666667,318,3.89
"RWW",2013,1.092,1.1069,1.1558,378,0.72,379,3.96666666666667,371,3.84333333333333,246,3.8
"RWY",2013,1.094,1.0191,1.0926,488,0.73,490,3.86,501,3.84,362,3.88
"RX1",2013,0.904,0.9316,0.9678,292,0.7,292,3.98666666666667,312,3.95,322,3.85666666666667
"RXC",2013,1.127,1.0702,1.1061,2349,0.7,2337,3.63,409,3.75666666666667,2633,3.64666666666667
"RXF",2013,0.93,0.9917,0.8788,3228,0.72,3263,3.68,393,3.66,370,3.61333333333333
"RXH",2013,0.96,0.9766,0.952,435,0.73,441,3.73666666666667,369,3.82333333333333,278,3.73666666666667
"RXK",2013,1.015,0.9482,0.9584,311,0.64,312,3.79,410,3.80333333333333,183,3.90666666666667
"RXL",2013,1.176,1.1919,1.1662,474,0.7,471,3.96,394,3.92,357,3.89333333333333
"RXN",2013,1.04,1.0305,1.0783,471,0.65,474,3.83666666666667,472,3.75333333333333,2601,3.86333333333333
"RXP",2013,1.024,1.0407,1.0086,433,0.65,439,3.84,439,3.78,3213,3.75666666666667
"RXQ",2013,1.067,1.1446,1.0502,385,0.7,392,3.83,435,3.80666666666667,369,3.82
"RXR",2013,1.129,1.1381,1.0817,774,0.72,775,3.86666666666667,384,3.89666666666667,2997,3.87666666666667
"RXW",2013,1.061,1.0518,0.9976,2817,0.72,2831,3.79333333333333,478,3.74666666666667,2345,3.79
"RYJ",2013,0.777,0.7649,0.75,374,0.64,401,3.97,404,3.86666666666667,316,3.87
"RYQ",NA,NA,1.0456,NA,NA,NA,NA,NA,308,3.74333333333333,NA,NA
"RYR",2013,1.005,1.0458,1.0251,3235,0.74,3270,3.85333333333333,388,3.78333333333333,3573,3.82333333333333
"5QT",NA,NA,1.1282,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R1F",2012,1.0769,NA,1.099,NA,NA,NA,NA,NA,NA,NA,NA
"R1F1",NA,NA,NA,NA,425,0.71,429,3.85333333333333,NA,NA,426,3.79666666666667
"R1H",2012,0.8242,0.804,0.793,320,0.66,320,3.83333333333333,NA,NA,5338,3.84333333333333
"RA2",2012,0.9537,0.8873,0.911,349,0.72,348,3.82,NA,NA,335,3.92
"RA3",2012,1.0296,1.0604,1.004,387,0.72,391,3.77666666666667,NA,NA,366,3.90333333333333
"RA4",2012,0.9537,1.0563,1.051,368,0.71,372,3.87666666666667,NA,NA,405,3.88333333333333
"RA7",2012,0.9173,0.9686,0.951,446,0.74,455,3.93333333333333,NA,NA,434,3.91333333333333
"RA9",2012,0.9598,0.9603,0.927,469,0.68,472,3.77333333333333,NA,NA,494,3.88333333333333
"RAE",2012,0.9781,0.9261,1.014,308,0.68,309,3.93333333333333,NA,NA,362,3.91333333333333
"RAJ",2012,1.0049,1.0147,1.048,494,0.68,493,3.82333333333333,NA,NA,2381,3.80666666666667
"RAL",2012,0.7844,0.7305,0.81,442,0.64,441,3.98333333333333,NA,NA,424,3.93
"RAP",2012,0.7989,0.8127,0.812,382,0.75,383,3.85666666666667,NA,NA,898,3.97333333333333
"RAS",2012,0.9063,0.9139,0.859,324,0.76,326,3.89666666666667,NA,NA,1157,3.95
"RAX",2012,0.8978,0.8437,0.932,378,0.72,383,3.84,NA,NA,382,3.79
"RBA",2012,0.9919,0.9378,0.959,432,0.72,434,3.84,NA,NA,439,3.86666666666667
"RBD",2012,1.0479,1.0628,1.122,418,0.71,422,3.69666666666667,NA,NA,1445,3.82666666666667
"RBK",2012,1.0714,1.126,0.971,443,0.66,449,3.77666666666667,NA,NA,424,3.80666666666667
"RBL",2012,1.0905,1.0334,1.038,349,0.68,345,3.77333333333333,NA,NA,3158,3.79333333333333
"RBN",2012,1.0224,1.0339,1.018,399,0.66,412,3.80666666666667,NA,NA,512,3.89
"RBT",2012,1.164,1.1167,1.119,541,0.66,546,3.85333333333333,NA,NA,573,3.87333333333333
"RBZ",2012,0.9346,0.9729,0.91,471,0.77,472,3.87,NA,NA,474,3.97
"RC1",2012,1.0811,1.0268,1.071,424,0.76,422,3.98333333333333,NA,NA,354,3.89666666666667
"RC3",2012,0.8485,0.9086,0.813,431,0.74,430,3.85666666666667,NA,NA,496,4.00333333333333
"RC9",2012,1.0335,1.0832,1.005,376,0.78,378,3.97,NA,NA,436,4.04333333333333
"RCB",2012,1.0416,1.1084,0.976,432,0.68,431,3.92666666666667,NA,NA,4227,3.81
"RCC",NA,NA,1.185,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RCD",2012,1.0088,0.9553,0.95,502,0.74,501,3.91333333333333,NA,NA,488,3.92
"RCF",2012,0.9373,0.8998,0.891,340,0.68,341,3.79,NA,NA,1139,3.85
"RCX",2012,0.9899,0.9966,1.028,439,0.72,441,3.96333333333333,NA,NA,367,3.96333333333333
"RD1",2012,0.9748,0.9678,0.976,450,0.67,452,3.76,NA,NA,484,3.89
"RD3",2012,0.9067,0.9015,0.986,424,0.76,426,3.76666666666667,NA,NA,514,3.94
"RD7",2012,1.0278,0.9997,0.979,334,0.72,337,3.81333333333333,NA,NA,1545,3.88666666666667
"RD8",2012,1.0893,0.9711,0.961,376,0.67,380,3.81333333333333,NA,NA,405,3.84666666666667
"RDD",2012,1.1284,1.1286,1.082,279,0.68,285,3.76,NA,NA,1352,3.86
"RDE",2012,1.1832,1.175,1.079,326,0.72,327,3.80666666666667,NA,NA,349,3.81666666666667
"RDU",2012,0.904,0.8733,0.909,480,0.7,485,3.96,NA,NA,378,3.93666666666667
"RDZ",2012,1.0218,1.0179,1.076,467,0.75,472,3.93,NA,NA,462,3.9
"RE9",2012,1.0925,1.0893,1.106,377,0.77,377,3.83333333333333,NA,NA,1429,3.80333333333333
"REF",2012,1.0253,1.0335,1.081,395,0.75,396,3.61,NA,NA,2525,3.66666666666667
"REM",2012,1.1666,1.157,1.132,374,0.7,371,3.73,NA,NA,413,3.81666666666667
"RF4",2012,0.9664,0.9596,0.987,327,0.73,326,3.83333333333333,NA,NA,1715,3.92
"RFF",2012,1.0562,1.0792,1.079,504,0.71,508,3.74,NA,NA,511,3.78666666666667
"RFR",2012,1.0987,1.0353,1.08,260,0.67,262,3.70333333333333,NA,NA,343,3.67
"RFS",2012,1.0606,1.0594,1.032,384,0.73,390,3.81666666666667,NA,NA,376,3.84
"RFW",2012,0.9606,0.9349,0.967,311,0.78,321,3.83666666666667,NA,NA,334,3.83333333333333
"RGN",2012,1.023,1.013,1.011,423,0.69,428,3.84333333333333,NA,NA,406,3.92333333333333
"RGP",2012,0.8523,0.8551,1.056,383,0.76,385,3.78666666666667,NA,NA,273,3.92666666666667
"RGQ",2012,1.0327,1.0187,1.104,402,0.69,404,3.71666666666667,NA,NA,386,3.84
"RGR",2012,0.8926,0.9078,0.951,423,0.73,427,3.96333333333333,NA,NA,451,3.91
"RGT",2012,0.8505,0.8157,0.86,385,0.66,390,3.92,NA,NA,366,3.89
"RH8",2012,0.9114,0.8663,0.906,407,0.64,402,3.75,NA,NA,384,3.78
"RHM",2012,0.9517,0.9333,0.99,459,0.71,462,3.82,NA,NA,474,3.78
"RHQ",2012,0.897,0.9234,0.884,407,0.68,412,3.66333333333333,NA,NA,438,3.69666666666667
"RHU",2012,1.018,0.9896,1.044,457,0.69,458,3.76333333333333,NA,NA,3717,3.78333333333333
"RHW",2012,1.0686,1.072,1.052,412,0.74,413,3.94,NA,NA,453,4.02
"RJ1",2012,0.8038,0.8951,0.822,353,0.67,346,3.93333333333333,NA,NA,409,3.92666666666667
"RJ2",2012,0.9274,0.9772,0.987,253,0.85,260,3.89666666666667,NA,NA,861,3.89
"RJ6",2012,0.9446,1.0058,0.912,405,0.73,406,3.84,NA,NA,350,4.01
"RJ7",2012,0.8119,0.7854,0.796,301,0.73,307,3.86,NA,NA,1519,3.78666666666667
"RJC",2012,1.0323,1.0972,1.054,484,0.77,481,4.07333333333333,NA,NA,477,3.93666666666667
"RJD",2012,0.9131,0.9311,0.904,462,0.71,465,3.76666666666667,NA,NA,398,3.84
"RJE",2012,1.033,1.04,1.074,393,0.69,397,3.79,NA,NA,408,3.91666666666667
"RJF",2012,1.0141,1.0595,0.985,381,0.7,382,3.81666666666667,NA,NA,523,3.85333333333333
"RJL",2012,1.15,1.1637,1.094,241,0.68,241,3.80666666666667,NA,NA,303,3.81666666666667
"RJN",2012,1.007,1.0176,1.008,349,0.78,352,3.85666666666667,NA,NA,337,3.83666666666667
"RJR",2012,1.0975,1.0825,1.093,366,0.69,368,3.89,NA,NA,1794,3.94
"RJZ",2012,0.9146,0.9111,0.924,399,0.78,403,3.99,NA,NA,331,4
"RK5",2012,1.0965,1.0157,1.002,420,0.72,422,3.81,NA,NA,396,3.93666666666667
"RK9",2012,0.9625,0.9174,0.962,376,0.68,374,3.66,NA,NA,379,3.79333333333333
"RKB",2012,0.9962,1.0606,1.002,327,0.67,327,3.83,NA,NA,314,3.81666666666667
"RKE",2012,0.7031,0.6901,0.624,246,0.74,245,3.87333333333333,NA,NA,276,3.85333333333333
"RL4",2012,1.0231,1.0622,1,371,0.66,375,3.86333333333333,NA,NA,295,3.92333333333333
"RLN",2012,0.9613,0.9433,1.109,363,0.75,364,3.86,NA,NA,380,3.86
"RLQ",2012,1.1167,1.1595,1.155,350,0.8,352,3.84666666666667,NA,NA,379,3.90666666666667
"RLT",2012,1.0939,1.2262,1.076,379,0.76,392,3.83666666666667,NA,NA,953,3.83
"RM1",2012,1.0107,1.0095,0.966,553,0.75,560,3.82666666666667,NA,NA,530,3.81
"RM2",2012,0.9913,0.9302,0.961,281,0.71,283,3.85666666666667,NA,NA,308,3.91
"RM3",2012,0.9034,0.8684,0.918,489,0.68,489,4.03,NA,NA,467,4.02
"RMC",2012,1.0147,1.067,1.063,451,0.7,457,3.89333333333333,NA,NA,429,3.86
"RMP",2012,1.1488,1.1938,1.118,394,0.64,399,3.88333333333333,NA,NA,374,3.89
"RN3",2012,0.9789,1.0448,0.98,510,0.77,509,3.93333333333333,NA,NA,549,3.96
"RN5",2012,1.0325,1.0503,1.035,372,0.69,376,3.86,NA,NA,1418,3.86666666666667
"RN7",2012,0.9525,1.0729,0.993,335,0.72,335,3.87,NA,NA,335,3.96666666666667
"RNA",2012,1.0772,1.1157,1.076,300,0.65,300,3.74666666666667,NA,NA,401,3.78666666666667
"RNL",2012,1.094,1.1092,0.99,420,0.68,421,3.63666666666667,NA,NA,463,3.68666666666667
"RNQ",2012,1.0356,1.077,1.022,400,0.73,406,3.88,NA,NA,399,3.75
"RNS",2012,1.1424,1.0634,1.053,381,0.76,380,3.82666666666667,NA,NA,346,3.83666666666667
"RNZ",2012,1.0559,1.0181,1.076,434,0.66,439,3.87,NA,NA,489,3.95
"RP5",2012,1.0417,1.0307,1.1,464,0.77,465,3.68333333333333,NA,NA,1929,3.82
"RPA",2012,1.0981,1.1295,1.125,350,0.71,356,3.75,NA,NA,377,3.82666666666667
"RQ6",2012,1.0642,1.0488,1.087,487,0.68,493,3.7,NA,NA,3050,3.76333333333333
"RQ8",2012,1.1109,1.0666,1.04,247,0.77,252,3.87333333333333,NA,NA,256,3.83
"RQM",2012,0.781,0.8116,0.79,502,0.79,503,3.88333333333333,NA,NA,495,3.89
"RQQ",2012,0.9693,0.9129,1.024,442,0.77,450,3.81666666666667,NA,NA,855,3.91
"RQW",2012,1.0501,1.0365,0.978,426,0.71,427,3.89666666666667,NA,NA,469,3.91666666666667
"RQX",2012,0.9213,0.9685,0.881,372,0.8,373,3.94333333333333,NA,NA,1359,3.99
"RR1",2012,1.0296,1.0475,1.099,357,0.68,360,3.8,NA,NA,272,3.78666666666667
"RR7",2012,1.0407,1.0387,0.981,408,0.68,406,3.73333333333333,NA,NA,408,3.72333333333333
"RR8",2012,0.9158,0.9255,1.008,385,0.71,384,3.67333333333333,NA,NA,475,3.76333333333333
"RRF",2012,1.0667,1.0473,1.109,376,0.67,372,3.88,NA,NA,401,3.93333333333333
"RRK",2012,1.0637,1.0143,1.061,383,0.66,388,3.87,NA,NA,475,3.97
"RRV",2012,0.7081,0.7227,0.763,383,0.7,384,3.95,NA,NA,3218,3.94333333333333
"RTD",2012,0.9333,0.9692,0.899,444,0.69,444,3.82,NA,NA,432,3.91
"RTE",2012,0.9775,0.9637,1.077,491,0.67,492,3.68666666666667,NA,NA,4281,3.77333333333333
"RTF",2012,1.0903,1.0353,1.118,576,0.71,574,3.81333333333333,NA,NA,632,3.9
"RTG",2012,1.1023,1.0879,1.097,424,0.7,424,3.79,NA,NA,367,3.85
"RTH",2012,0.9561,1.0014,0.98,381,0.72,380,3.84666666666667,NA,NA,368,3.90333333333333
"RTK",2012,0.9816,0.9556,0.917,397,0.68,401,3.81333333333333,NA,NA,1250,3.85333333333333
"RTP",2012,0.9566,0.9422,0.937,461,0.71,470,3.95333333333333,NA,NA,547,3.98666666666667
"RTR",2012,1.037,0.9537,1.027,494,0.7,491,3.76666666666667,NA,NA,443,3.77666666666667
"RTX",2012,1.0228,1.107,1.047,413,0.69,414,3.66666666666667,NA,NA,472,3.75666666666667
"RV8",2012,0.815,0.8115,0.831,215,0.74,215,3.98666666666667,NA,NA,314,4.01333333333333
"RVJ",2012,0.9622,0.9652,0.989,439,0.65,441,3.78666666666667,NA,NA,434,3.86
"RVL",2012,0.848,0.8835,0.882,442,0.69,443,3.84333333333333,NA,NA,445,3.82
"RVR",2012,0.9565,0.935,0.973,428,0.72,437,3.82,NA,NA,2029,3.90666666666667
"RVV",2012,0.9568,0.9877,0.991,392,0.71,394,3.77333333333333,NA,NA,414,3.81666666666667
"RVW",2012,1.099,1.1227,1.128,458,0.68,456,3.79,NA,NA,401,3.75666666666667
"RVY",2012,1.0274,1.071,1.1,431,0.73,434,3.84333333333333,NA,NA,450,3.80666666666667
"RW3",2012,1.0957,1.0856,1.003,391,0.65,387,3.85,NA,NA,367,3.85
"RW6",2012,1.0876,1.0325,1.013,373,0.69,372,3.69,NA,NA,500,3.80333333333333
"RWA",2012,1.0319,1.1606,1.019,292,0.74,290,3.64333333333333,NA,NA,430,3.72666666666667
"RWD",2012,1.0901,1.1078,1.035,389,0.77,390,3.75,NA,NA,3112,3.76
"RWE",2012,1.0491,1.0499,1.064,405,0.77,405,3.86,NA,NA,378,3.84666666666667
"RWF",2012,0.9677,0.9874,1.02,501,0.73,507,3.89333333333333,NA,NA,2674,3.89333333333333
"RWG",2012,1.0695,1.0569,0.976,311,0.68,317,3.93,NA,NA,1728,3.87666666666667
"RWH",2012,1.1388,1.136,1.108,346,0.71,347,3.89,NA,NA,324,3.86333333333333
"RWJ",2012,0.9424,0.9339,0.918,392,0.7,401,3.89,NA,NA,445,3.98333333333333
"RWP",2012,1.0279,1.0503,1.059,368,0.74,369,3.86666666666667,NA,NA,343,3.90333333333333
"RWW",2012,1.1069,1.0459,1.092,364,0.68,371,3.84333333333333,NA,NA,379,3.96666666666667
"RWY",2012,1.0191,1.0073,1.094,498,0.7,501,3.84,NA,NA,490,3.86
"RX1",2012,0.9316,0.9403,0.904,312,0.65,312,3.95,NA,NA,292,3.98666666666667
"RXC",2012,1.0702,1.0526,1.127,412,0.71,409,3.75666666666667,NA,NA,2337,3.63
"RXF",2012,0.9917,1.023,0.93,391,0.69,393,3.66,NA,NA,3263,3.68
"RXH",2012,0.9766,0.96,0.96,368,0.66,369,3.82333333333333,NA,NA,441,3.73666666666667
"RXK",2012,0.9482,0.9907,1.015,416,0.74,410,3.80333333333333,NA,NA,312,3.79
"RXL",2012,1.1919,1.2473,1.176,392,0.68,394,3.92,NA,NA,471,3.96
"RXN",2012,1.0305,1.0005,1.04,467,0.67,472,3.75333333333333,NA,NA,474,3.83666666666667
"RXP",2012,1.0407,0.9724,1.024,438,0.73,439,3.78,NA,NA,439,3.84
"RXQ",2012,1.1446,1.1091,1.067,434,0.75,435,3.80666666666667,NA,NA,392,3.83
"RXR",2012,1.1381,1.1213,1.129,385,0.76,384,3.89666666666667,NA,NA,775,3.86666666666667
"RXW",2012,1.0518,1.0753,1.061,479,0.73,478,3.74666666666667,NA,NA,2831,3.79333333333333
"RYJ",2012,0.7649,0.7575,0.777,406,0.76,404,3.86666666666667,NA,NA,401,3.97
"RYQ",2012,1.0456,0.9457,NA,303,0.69,308,3.74333333333333,NA,NA,NA,NA
"RYR",2012,1.0458,1.0977,1.005,377,0.7,388,3.78333333333333,NA,NA,3270,3.85333333333333
